Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment,aspect_encoded,sentiment_encoded
kiến thức thực cần phải tế hơn .,kiến thức thực cần phải tế hơn,kiến thức,Teaching quality,cần phải tế hơn,Negative,5,0
"thầy có những kinh nghiệm và nhận xét quý báu giúp sinh viên trong việc thuyết trình và làm đồ án , giúp sinh viên có kỹ năng sau này .", giúp sinh viên có kỹ năng sau này,giúp sinh viên ,Support from lecturers,giúp,Positive,4,2
hiểu tâm lý sinh viên !,hiểu tâm lý sinh viên,hiểu tâm lý sinh viên,Support from lecturers,hiểu tâm lý sinh viên,Positive,4,2
dứt khoát .,dứt khoát,dứt khoát,General review,dứt khoát,Positive,1,2
"cần hỗ trợ các cộng cụ dạy học như micro , máy chiếu .","cần hỗ trợ các cộng cụ dạy học như micro , máy chiếu","các cộng cụ dạy học như micro , máy chiếu",Learning environment,cần hỗ trợ ,Neutral,2,1
"giảng viên giảng dạy nhiệt tình , tạo ra hoạt động vui nhộn .","giảng viên giảng dạy nhiệt tình , tạo ra hoạt động vui nhộn",giảng dạy,Teaching quality,"nhiệt tình , tạo ra hoạt động vui nhộn",Positive,5,2
"giảng viên nhiệt tình , tâm huyết , giảng dạy tốt .",giảng dạy tốt,giảng dạy,Teaching quality,tốt,Positive,5,2
"nhiệt tình , truyền đạt tốt , hiệu quả .","truyền đạt tốt , hiệu quả",truyền đạt,Teaching quality,"tốt , hiệu quả",Positive,5,2
"nhiệt tình trong giảng dạy , vui vẻ .","nhiệt tình trong giảng dạy , vui vẻ",trong giảng dạy,Teaching quality,nhiệt tình,Positive,5,2
"thầy không đảm bảo giờ lên lớp , nếu có nghỉ thầy cũng không thông báo trước rất vô lý .",thầy không đảm bảo giờ lên lớp,giờ lên lớp,Organization and management,không đảm bảo,Negative,3,0
nghe tiếng anh nhiều .,nghe tiếng anh nhiều,nghe tiếng anh nhiều,Teaching quality,nghe tiếng anh nhiều,Neutral,5,1
"giảng dạy nhiệt tình , cập nhật bài giảng , điểm số nhanh .",giảng dạy nhiệt tình,giảng dạy,Teaching quality,nhiệt tình,Positive,5,2
thầy dạy rất chi tiết và dễ hiểu .,thầy dạy rất chi tiết và dễ hiểu,dạy,Teaching quality,chi tiết và dễ hiểu,Positive,5,2
"thầy cho nghỉ quá nhiểu mà không sắp xếp giáo viên dạy thay , vì vậy dẫn tới việc học bù liên tiếp vào những ngày cuối , khi mà chúng em phải ôn tập những kiến thức khác , vẫn có một số buổi thông báo học bù nhưng sau đó lại thông báo nghỉ đột đột , dẫn tới bị ùn kiến thức , không ai ăn được một vạ gạo một ngày cả tên môn học là "" nhập môn công nghệ phần mềm "" nhưng kiến thức và cách đánh giá năng lực học sinh quá nặng nề , nếu là sinh viên các khoa như phần mềm , hệ thống thì có thể hiểu được , nhưng với những sinh viên khoa khoa học máy tính như chúng em vì đây là môn học bắt buộc thì thật là quá sức và những kiến thức thầy nói quá lạc lõng , mơ hồ .","không ai ăn được một vạ gạo một ngày cả tên môn học là "" nhập môn công nghệ phần mềm "" nhưng kiến thức và cách đánh giá năng lực học sinh quá nặng nề , nếu là sinh viên các khoa như phần mềm , hệ thống thì có thể hiểu được , nhưng với những sinh viên khoa khoa học máy tính như chúng em vì đây là môn học bắt buộc thì thật là quá sức và những kiến thức thầy nói quá lạc lõng , mơ hồ",kiến thức và cách đánh giá năng lực học sinh,Test and evaluation,"không ai ăn được một vạ gạo một ngày cả tên môn học là "" nhập môn công nghệ phần mềm "" nhưng kiến thức và cách đánh giá năng lực học sinh quá nặng nề , nếu là sinh viên các khoa như phần mềm , hệ thống thì có thể hiểu được , nhưng với những sinh viên khoa khoa học máy tính như chúng em vì đây là môn học bắt buộc thì thật là quá sức và những kiến thức thầy nói quá lạc lõng , mơ hồ",Negative,6,0
"dạy tốt , nhiệt tình , truyền đạt tốt .",nhiệt tình,nhiệt tình,Support from lecturers,nhiệt tình,Positive,4,2
"phòng thực hành có rất nhiều máy bị hư hỏng , chúng em không thể sử dụng chuột được , visual thì phiên bản cũ quá , không còn phù hợp cho học tập nữa .",chúng em không thể sử dụng chuột được,không thể sử dụng chuột được,Learning environment, không thể sử dụng chuột được,Negative,2,0
phương pháp dạy giúp sinh viên tiếp thu dễ hơn .,phương pháp dạy giúp sinh viên tiếp thu dễ hơn,phương pháp dạy,Teaching quality,tiếp thu dễ hơn,Positive,5,2
các thầy cô nên để micro gần miệng tí .,các thầy cô nên để micro gần miệng tí,các thầy cô nên để micro gần miệng tí,Teaching quality,nên để micro gần miệng tí,Neutral,5,1
có lúc nhiều vấn đề trong bài học giáo viên chưa giải đáp được .,có lúc nhiều vấn đề trong bài học giáo viên chưa giải đáp được,vấn đề,Course information,chưa giải đáp được,Negative,0,0
"thầy có slide , nhưng làm mất thời gian vì quá trình viết bảng .","thầy có slide , nhưng làm mất thời gian vì quá trình viết bảng",làm mất thời gian vì quá trình viết bảng,Teaching quality,làm mất thời gian,Negative,5,0
"thầy hơi nghiêm khắc , nhưng dạy dễ hiểu .",nhưng dạy dễ hiểu,dạy,Teaching quality,dễ hiểu,Positive,5,2
"vậy em mong nhà trường giải quyết giúp em , một là không để điểm tổng kết vào học kỳ này , hai là cố gắng sắp xếp giáo viên nào có khả năng đảm bảo giờ lên lớp giúp em .",hai là cố gắng sắp xếp giáo viên nào có khả năng đảm bảo giờ lên lớp giúp em, sắp xếp giáo viên nào,Organization and management,có khả năng đảm bảo giờ lên lớp ,Neutral,3,1
dễ bị áp lực .,dễ bị áp lực,dễ bị áp lực,General review,dễ bị áp lực,Negative,1,0
lớp đông sinh viên mà thầy viết chữ nhỏ quá không thấy gì hết .,lớp đông sinh viên mà thầy viết chữ nhỏ quá không thấy gì hết,thầy,Support from lecturers,không thấy gì hết,Negative,4,0
"giảng viên dạy rất tận tâm , nhiệt tình và gần gũi với sinh viên .",nhiệt tình và gần gũi với sinh viên,nhiệt tình và gần gũi với sinh viên,Support from lecturers,nhiệt tình và gần gũi,Positive,4,2
"em nghĩ thầy nên bổ sung hình vẽ vào slide bài giảng , hoặc ít nhất trong lúc giảng thầy rời ghế và vẽ lên bảng cho sinh viên dễ hình dung .",hoặc ít nhất trong lúc giảng thầy rời ghế và vẽ lên bảng cho sinh viên dễ hình dung,trong lúc giảng,Teaching quality,ít nhất trong lúc giảng thầy rời ghế và vẽ lên bảng cho sinh viên dễ hình dung,Negative,5,0
cách giảng dạy của thầy còn nhiều khó hiểu .,cách giảng dạy của thầy còn nhiều khó hiểu,cách giảng dạy,Teaching quality, nhiều khó hiểu,Negative,5,0
lo lắng cho học sinh .,lo lắng cho học sinh,lo lắng cho học sinh,Support from lecturers,lo lắng cho học sinh,Positive,4,2
"em không ý kiến gì về việc thầy chấm khó hay dễ nhưng nếu chấm khó thì thầy nên quan tâm đầu tư về việc giảng dạy nhiều hơn , tạo nhiều hoạt động hỗ trợ và thúc đẩy sinh viên làm đồ án .",tạo nhiều hoạt động hỗ trợ và thúc đẩy sinh viên làm đồ án,tạo nhiều hoạt động hỗ trợ và thúc đẩy sinh viên làm đồ án,Organization and management,hỗ trợ và thúc đẩy,Positive,3,2
giảng viên có nhiều kinh nghiệm .,giảng viên có nhiều kinh nghiệm,giảng viên,Teaching quality,có nhiều kinh nghiệm,Positive,5,2
"thầy nhiệt tình , vui vẻ , dễ chịu .","thầy nhiệt tình , vui vẻ , dễ chịu",thầy,Support from lecturers,nhiệt tình,Positive,4,2
"nhiệt tình , biết cách truyền cảm hứng tạo động lực phấn đấu học tập cho sinh viên .","nhiệt tình , biết cách truyền cảm hứng tạo động lực phấn đấu học tập cho sinh viên",truyền cảm hứng tạo động lực,Support from lecturers,"nhiệt tình , biết cách truyền cảm hứng tạo động lực",Positive,4,2
"hầu hết các bài đều rất khó hiểu vì cô đã lượt bỏ mất phần giải cho các bài ví dụ trên slide , nên rất khó theo dõi và nắm bắt .","hầu hết các bài đều rất khó hiểu vì cô đã lượt bỏ mất phần giải cho các bài ví dụ trên slide , nên rất khó theo dõi và nắm bắt",các bài,Course information,rất khó hiểu,Negative,0,0
kiến thức mà thầy truyền đạt .,kiến thức mà thầy truyền đạt,kiến thức mà thầy truyền đạt,Teaching quality,kiến thức mà thầy truyền đạt,Neutral,5,1
"thầy dạy dễ hiểu , nhiệt tình , vui tính .","thầy dạy dễ hiểu , nhiệt tình , vui tính",thầy dạy,Teaching quality,"dễ hiểu , nhiệt tình , vui tính",Positive,5,2
"nếu được thì mong nhà trường hoặc giảng viên giới thiệu rõ hơn về môn học , tầm ảnh hưởng tiên quyết của nó đối với các môn học chuyên ngành về sau .","nếu được thì mong nhà trường hoặc giảng viên giới thiệu rõ hơn về môn học , tầm ảnh hưởng tiên quyết của nó đối với các môn học chuyên ngành về sau",giới thiệu rõ hơn về môn học,Course information,giới thiệu rõ hơn,Neutral,0,1
"em chỉ dám thỉnh cầu quý thầy cô soạn ra một bộ tài liệu mà có thể giúp sinh viên tự nghiên cứu , học tập môn này hiệu quả hơn .","em chỉ dám thỉnh cầu quý thầy cô soạn ra một bộ tài liệu mà có thể giúp sinh viên tự nghiên cứu , học tập môn này hiệu quả hơn",bộ tài liệu,Course information,"em chỉ dám thỉnh cầu quý thầy cô soạn ra một bộ tài liệu mà có thể giúp sinh viên tự nghiên cứu , học tập môn này hiệu quả hơn",Neutral,0,1
"tân tâm , nhiệt tình .","tân tâm , nhiệt tình","tân tâm , nhiệt tình",Support from lecturers,nhiệt tình,Positive,4,2
"cô dạy với nhiệt huyết của mình , dù như thế nào , cô vẫn luôn mỉm cười và kiên trì giảng bài cho chúng em đến khi chúng em hiểu .","dù như thế nào , cô vẫn luôn mỉm cười và kiên trì giảng bài cho chúng em đến khi chúng em hiểu",cô vẫn luôn mỉm cười và kiên trì giảng bài,Teaching quality,"dù như thế nào , cô vẫn luôn mỉm cười và kiên trì giảng bài cho chúng em đến khi chúng em hiểu",Positive,5,2
"cô nhiệt tình , dạy hay , nhiều bài tập .",dạy hay,dạy,Teaching quality,hay,Positive,5,2
có nhiệt huyết trong giảng dạy .,có nhiệt huyết trong giảng dạy,giảng dạy,Teaching quality,có nhiệt huyết,Positive,5,2
"giảng viên nên bám sát tình hình học tập của lớp , tùy theo thời điểm để có những phương pháp tiếp cận sinh viên hợp lý hơn .",giảng viên nên bám sát tình hình học tập của lớp,giảng viên nên bám sát tình hình học tập của lớp,Support from lecturers, nên bám sát tình hình học tập của lớp,Neutral,4,1
không có điều gì không hài lòng về thầy .,không có điều gì không hài lòng về thầy,không có điều gì không hài lòng về thầy,General review,không có điều gì không hài lòng về thầy,Positive,1,2
thầy luôn đến lớp đúng giờ và giảng dạy nhiệt tình .,giảng dạy nhiệt tình,giảng dạy ,Teaching quality,giảng dạy ,Positive,5,2
không có sự hứng thú khi lên lớp .,không có sự hứng thú khi lên lớp,không có sự hứng thú khi lên lớp,General review,không có sự hứng thú khi lên lớp,Negative,1,0
kiến thức được học ở lý thuyết cần được áp dụng một cách thực tiễn vào thực hành .,kiến thức được học ở lý thuyết cần được áp dụng một cách thực tiễn vào thực hành,kiến thức được học ở lý thuyết cần được áp dụng một cách thực tiễn vào thực hành,General review,kiến thức được học ở lý thuyết cần được áp dụng một cách thực tiễn vào thực hành,Negative,1,0
